start_node,end_node,street_name,road_direction,distance_meters,speed_limit_kph,duration_seconds,road_class,road_type,is_blocked,is_dead_end
"(14.184342, 121.229917)","(14.184138, 121.229762)",A. Apolinario,twoway,28,25,4.032,secondary,uneven,0,0
"(14.184138, 121.229762)","(14.183997, 121.229626)",A. Apolinario,twoway,22,25,3.168,secondary,uneven,0,0
"(14.183997, 121.229626)","(14.183588, 121.229059)",A. Apolinario,twoway,76,25,10.944,secondary,uneven,0,0
"(14.183588, 121.229059)","(14.183305, 121.228754)",A. Apolinario,twoway,45,25,6.48,secondary,uneven,0,0
"(14.183305, 121.228754)","(14.182789, 121.228319)",A. Apolinario,twoway,74,25,10.656,secondary,uneven,0,0
"(14.182789, 121.228319)","(14.182347, 121.227961)",A. Apolinario,twoway,62,25,8.928,secondary,uneven,0,0
"(14.182347, 121.227961)","(14.182274, 121.227884)",unnamed road,twoway,10,25,1.44,secondary,uneven,0,0
"(14.182274, 121.227884)","(14.182195, 121.227804)",Villegas,twoway,13,25,1.872,secondary,uneven,0,0
"(14.182195, 121.227804)","(14.182149, 121.227708)",Villegas,twoway,11,25,1.584,secondary,uneven,0,0
"(14.182149, 121.227708)","(14.182135, 121.227653)",Villegas,twoway,6,25,0.864,secondary,uneven,0,0
"(14.182135, 121.227653)","(14.182135, 121.227223)",Villegas,twoway,46,25,6.624,secondary,uneven,0,0
"(14.182135, 121.227223)","(14.182115, 121.226998)",Villegas,twoway,24,25,3.456,secondary,uneven,0,0
"(14.182115, 121.226998)","(14.182071, 121.226600)",Villegas,twoway,43,25,6.192,secondary,uneven,0,0
"(14.182071, 121.226600)","(14.181922, 121.226041)",Villegas,twoway,62,25,8.928,secondary,uneven,0,0
"(14.181922, 121.226041)","(14.181839, 121.225789)",Villegas,twoway,29,25,4.176,secondary,uneven,0,0
"(14.181839, 121.225789)","(14.181899, 121.225340)",Villegas,twoway,49,25,7.056,secondary,uneven,0,0
"(14.181898, 121.225340)","(14.181836, 121.224809)",Villegas,twoway,58,25,8.352,secondary,uneven,0,0
"(14.181835, 121.224809)","(14.181630, 121.224265)",Villegas,twoway,63,25,9.072,secondary,uneven,0,0
"(14.181630, 121.224265)","(14.181381, 121.223704)",Villegas,twoway,60,25,8.64,tertiary,uneven,0,0
"(14.181381, 121.223704)","(14.181127, 121.223159)",Villegas,twoway,66,25,9.504,tertiary,uneven,0,0
"(14.181127, 121.223159)","(14.180793, 121.222478)",Villegas,twoway,82,25,11.808,tertiary,uneven,0,0
"(14.180793, 121.222478)","(14.180611, 121.222153)",Villegas,twoway,40,25,5.76,tertiary,uneven,0,0
"(14.180611, 121.222153)","(14.180376, 121.222044)",Villegas,twoway,28,25,4.032,tertiary,uneven,0,0
"(14.180376, 121.222044)","(14.180036, 121.222178)",Villegas,twoway,66,25,9.504,tertiary,uneven,0,0
"(14.180036, 121.222178)","(14.179812, 121.222324)",Villegas,twoway,28,25,4.032,tertiary,uneven,0,0
"(14.179812, 121.222324)","(14.179389, 121.222499)",Villegas,twoway,51,25,7.344,tertiary,uneven,0,0
"(14.179389, 121.222499)","(14.179052, 121.222665)",Villegas,twoway,42,25,6.048,tertiary,uneven,0,0
"(14.179052, 121.222665)","(14.179289, 121.223229)",M. Aquino st,twoway,65,25,9.36,tertiary,uneven,0,0
"(14.179289, 121.223229)","(14.179550, 121.223855)",M. Aquino st,twoway,75,25,10.8,tertiary,uneven,0,0
"(14.179550, 121.223855)","(14.179785, 121.224401)",M. Aquino st,twoway,65,25,9.36,tertiary,uneven,0,0
"(14.179785, 121.224401)","(14.179827, 121.224536)",M. Aquino st,twoway,15,25,2.16,tertiary,uneven,0,0
"(14.179827, 121.224536)","(14.179815, 121.224573)",M. Aquino st,twoway,4,25,0.576,tertiary,uneven,0,0
"(14.179815, 121.224573)","(14.179578, 121.224493)",Manila s rd,twoway,28,25,4.032,national,asphalt,0,0
"(14.179578, 121.224493)","(14.179675, 121.224432)",L. Jaena,oneway,13,25,1.872,tertiary,uneven,0,0
"(14.179675, 121.224432)","(14.179785, 121.224401)",L. Jaena,oneway,13,25,1.872,tertiary,uneven,0,0
"(14.179785, 121.224401)","(14.180225, 121.224194)",L. Jaena,oneway,54,25,7.776,tertiary,uneven,0,0
"(14.180225, 121.224194)","(14.180594, 121.224061)",L. Jaena,oneway,43,25,6.192,tertiary,uneven,0,0
"(14.181381, 121.223704)","(14.180945, 121.223888)",L. Jaena,twoway,54,25,7.776,secondary,uneven,0,0
"(14.180945, 121.223888)","(14.180594, 121.224061)",L. Jaena,oneway,42,25,6.048,secondary,uneven,0,0
"(14.180594, 121.224061)","(14.180811, 121.224606)",Rizal st,twoway,64,28,8.228571429,secondary,uneven,0,0
"(14.180811, 121.224606)","(14.180949, 121.224917)",Rizal st,twoway,37,28,4.757142857,secondary,uneven,0,0
"(14.180949, 121.224917)","(14.181027, 121.225188)",Rizal st,twoway,30,28,3.857142857,secondary,uneven,0,0
"(14.180811, 121.224606)","(14.181213, 121.224429)",J. Luna,oneway,48,25,6.912,secondary,uneven,0,0
"(14.181213, 121.224429)","(14.181630, 121.224265)",J. Luna,oneway,51,25,7.344,secondary,uneven,0,0
"(14.181213, 121.224429)","(14.180945, 121.223888)",Lopez,twoway,67,25,9.648,tertiary,uneven,0,0
"(14.180945, 121.223888)","(14.180658, 121.223369)",Lopez,twoway,64,25,9.216,tertiary,uneven,0,0
"(14.180658, 121.223369)","(14.180319, 121.222722)",Lopez,twoway,80,25,11.52,tertiary,uneven,0,0
"(14.180319, 121.222722)","(14.180036, 121.222178)",Lopez,twoway,66,25,9.504,tertiary,uneven,0,0
"(14.180036, 121.222178)","(14.179609, 121.221360)",Lopez,twoway,100,25,14.4,tertiary,uneven,0,0
"(14.180594, 121.224061)","(14.180366, 121.223488)",Rizal st,twoway,67,28,8.614285714,secondary,uneven,0,0
"(14.180366, 121.223488)","(14.180080, 121.222858)",Rizal st,twoway,75,28,9.642857143,secondary,uneven,0,0
"(14.180080, 121.222858)","(14.179812, 121.222324)",Rizal st,twoway,65,28,8.357142857,secondary,uneven,0,0
"(14.179812, 121.222324)","(14.179487, 121.221653)",Rizal st,twoway,81,28,10.41428571,secondary,uneven,0,0
"(14.179487, 121.221653)","(14.179609, 121.221360)",Rizal st,twoway,33,28,4.242857143,secondary,uneven,0,0
"(14.180225, 121.224194)","(14.179967, 121.223669)",Revilleza st,twoway,64,25,9.216,tertiary,uneven,0,0
"(14.179967, 121.223669)","(14.179680, 121.223061)",Revilleza st,twoway,73,25,10.512,tertiary,uneven,0,0
"(14.179680, 121.223061)","(14.179389, 121.222499)",Revilleza st,twoway,69,25,9.936,tertiary,uneven,0,0
"(14.179389, 121.222499)","(14.179076, 121.221913)",Revilleza st,twoway,73,25,10.512,tertiary,uneven,0,0
"(14.179052, 121.222665)","(14.178828, 121.222127)",M. Aquino st,twoway,63,25,9.072,tertiary,uneven,0,0
"(14.179487, 121.221653)","(14.179076, 121.221913)",Taft,twoway,54,28,6.942857143,secondary,uneven,0,0
"(14.179076, 121.221913)","(14.178828, 121.222127)",Taft,twoway,36,28,4.628571429,secondary,uneven,0,0
"(14.178828, 121.222127)","(14.178323, 121.222394)",Taft,twoway,63,28,8.1,secondary,uneven,0,0
"(14.178323, 121.222394)","(14.177601, 121.222681)",Taft,twoway,86,28,11.05714286,secondary,uneven,0,0
"(14.178323, 121.222394)","(14.178778, 121.223462)",Pantua,twoway,130,25,18.72,tertiary,uneven,0,0
"(14.178778, 121.223462)","(14.179028, 121.224062)",Pantua,twoway,70,25,10.08,tertiary,uneven,0,0
"(14.179028, 121.224062)","(14.179155, 121.224363)",Pantua,twoway,36,25,5.184,tertiary,uneven,0,0
"(14.181127, 121.223159)","(14.181561, 121.222953)",De Pasupil st,twoway,54,25,7.776,tertiary,asphalt,0,0
"(14.181561, 121.222953)","(14.181597, 121.222951)",De Pasupil st,twoway,3,25,0.432,tertiary,asphalt,0,0
"(14.181597, 121.222951)","(14.181679, 121.223206)",De Pasupil st,twoway,28,25,4.032,tertiary,asphalt,0,0
"(14.181127, 121.223159)","(14.180658, 121.223369)",De Pasupil st,twoway,57,25,8.208,tertiary,uneven,0,0
"(14.180658, 121.223369)","(14.180366, 121.223488)",De Pasupil st,twoway,34,25,4.896,tertiary,uneven,0,0
"(14.180366, 121.223488)","(14.180037, 121.223648)",De Pasupil st,twoway,40,25,5.76,tertiary,uneven,0,0
"(14.180037, 121.223648)","(14.179967, 121.223669)",De Pasupil st,twoway,8,25,1.152,tertiary,uneven,0,0
"(14.179967, 121.223669)","(14.179550, 121.223855)",De Pasupil st,twoway,51,25,7.344,tertiary,uneven,0,0
"(14.179550, 121.223855)","(14.179028, 121.224062)",De Pasupil st,twoway,63,25,9.072,tertiary,uneven,0,0
"(14.180793, 121.222478)","(14.181603, 121.222049)",Burgos st,twoway,100,25,14.4,tertiary,uneven,0,1
"(14.180793, 121.222478)","(14.180319, 121.222722)",Burgos st,twoway,59,25,8.496,tertiary,uneven,0,0
"(14.180319, 121.222722)","(14.180080, 121.222858)",Burgos st,twoway,29,25,4.176,tertiary,uneven,0,0
"(14.180080, 121.222858)","(14.179680, 121.223061)",Burgos st,twoway,50,25,7.2,tertiary,uneven,0,0
"(14.179680, 121.223061)","(14.179289, 121.223229)",Burgos st,twoway,48,25,6.912,tertiary,uneven,0,0
"(14.179289, 121.223229)","(14.178778, 121.223462)",Burgos st,twoway,62,25,8.928,tertiary,uneven,0,0
"(14.179609, 121.221360)","(14.179502, 121.221146)",Bambang rd,twoway,25,25,3.6,tertiary,asphalt,0,0
"(14.179502, 121.221146)","(14.179203, 121.220878)",Bambang rd,twoway,44,25,6.336,tertiary,asphalt,0,0
"(14.179203, 121.220878)","(14.178347, 121.221366)",unnamed road,twoway,100,25,14.4,tertiary,uneven,0,1
"(14.179203, 121.220878)","(14.178956, 121.220633)",Bambang rd,twoway,45,25,6.48,tertiary,uneven,0,0
"(14.178956, 121.220633)","(14.178832, 121.220519)",Bambang rd,twoway,18,25,2.592,tertiary,asphalt,0,0
"(14.178832, 121.220519)","(14.178595, 121.220154)",Bambang rd,twoway,48,25,6.912,tertiary,asphalt,0,0
"(14.178595, 121.220154)","(14.178327, 121.219371)",Bambang rd,twoway,91,25,13.104,tertiary,asphalt,0,0
"(14.178327, 121.219371)","(14.178185, 121.218909)",Bambang rd,twoway,50,25,7.2,tertiary,uneven,0,0
"(14.178185, 121.218909)","(14.178052, 121.218523)",Bambang rd,twoway,45,25,6.48,tertiary,uneven,0,0
"(14.178052, 121.218523)","(14.177801, 121.217886)",Bambang rd,twoway,74,25,10.656,tertiary,uneven,0,0
"(14.177801, 121.217886)","(14.177475, 121.217208)",Bambang rd,twoway,82,25,11.808,tertiary,uneven,0,0
"(14.177475, 121.217207)","(14.177209, 121.216694)",Bambang rd,twoway,62,25,8.928,tertiary,uneven,0,0
"(14.177209, 121.216694)","(14.177003, 121.216496)",Bambang rd,twoway,31,25,4.464,tertiary,uneven,0,0
"(14.177003, 121.216496)","(14.176209, 121.216033)",Bambang rd,twoway,100,25,14.4,tertiary,uneven,0,0
"(14.176209, 121.216033)","(14.175605, 121.215765)",Bambang rd,twoway,72,25,10.368,tertiary,uneven,0,0
"(14.175605, 121.215765)","(14.175500, 121.215842)",Bambang rd,twoway,14,25,2.016,tertiary,uneven,0,0
"(14.175500, 121.215842)","(14.175391, 121.215889)",Bambang rd,twoway,14,25,2.016,tertiary,uneven,0,0
"(14.175391, 121.215889)","(14.174827, 121.215773)",Bambang rd,twoway,65,25,9.36,tertiary,uneven,0,0
"(14.174827, 121.215773)","(14.174654, 121.215817)",Bambang rd,twoway,20,25,2.88,tertiary,uneven,0,0
"(14.174654, 121.215817)","(14.174530, 121.215827)",unnamed road,twoway,14,25,2.016,tertiary,uneven,0,0
"(14.174530, 121.215827)","(14.174353, 121.215789)",unnamed road,twoway,20,25,2.88,tertiary,uneven,0,0
"(14.174353, 121.215789)","(14.173984, 121.215839)",unnamed road,twoway,41,25,5.904,tertiary,uneven,0,0
"(14.173984, 121.215839)","(14.173451, 121.215770)",unnamed road,twoway,60,25,8.64,tertiary,uneven,0,0
"(14.178414, 121.242247)","(14.178576, 121.241474)",Manila s rd,twoway,85,30,10.2,national,asphalt,0,0
"(14.178576, 121.241474)","(14.178731, 121.240760)",Manila s rd,twoway,78,30,9.36,national,asphalt,0,0
"(14.178731, 121.240760)","(14.178948, 121.239203)",Manila s rd,twoway,170,30,20.4,national,asphalt,0,0
"(14.178948, 121.239203)","(14.179013, 121.238564)",Manila s rd,twoway,69,30,8.28,national,asphalt,0,0
"(14.179013, 121.238564)","(14.179027, 121.238079)",Manila s rd,twoway,52,30,6.24,national,asphalt,0,0
"(14.179027, 121.238079)","(14.179104, 121.237750)",Manila s rd,twoway,37,45,2.96,national,asphalt,0,0
"(14.179104, 121.237750)","(14.179198, 121.237404)",Manila s rd,twoway,38,45,3.04,national,asphalt,0,0
"(14.179198, 121.237404)","(14.179539, 121.236397)",Manila s rd,twoway,110,45,8.8,national,asphalt,0,0
"(14.179539, 121.236397)","(14.179847, 121.235572)",Manila s rd,twoway,96,45,7.68,national,asphalt,0,0
"(14.179847, 121.235572)","(14.180055, 121.235135)",Manila s rd,twoway,52,45,4.16,national,asphalt,0,0
"(14.180055, 121.235135)","(14.181081, 121.233205)",Manila s rd,twoway,240,45,19.2,national,asphalt,0,0
"(14.181081, 121.233205)","(14.181295, 121.232798)",Manila s rd,twoway,50,30,6,national,asphalt,0,0
"(14.181295, 121.232798)","(14.181379, 121.232530)",Manila s rd,twoway,29,30,3.48,national,asphalt,0,0
"(14.181379, 121.232530)","(14.181391, 121.232261)",Manila s rd,twoway,29,30,3.48,national,asphalt,0,0
"(14.181391, 121.232261)","(14.181381, 121.231286)",Manila s rd,twoway,110,30,13.2,national,asphalt,0,0
"(14.181381, 121.231286)","(14.181387, 121.230904)",Manila s rd,twoway,41,30,4.92,national,asphalt,0,0
"(14.181387, 121.230904)","(14.181335, 121.229333)",Manila s rd,twoway,170,30,20.4,national,asphalt,0,0
"(14.181335, 121.229333)","(14.181253, 121.226203)",Manila s rd,twoway,350,30,42,national,asphalt,0,0
"(14.181253, 121.226203)","(14.181238, 121.225973)",Manila s rd,twoway,25,45,2,national,asphalt,0,0
"(14.181238, 121.225973)","(14.181216, 121.225838)",Manila s rd,twoway,15,45,1.2,national,asphalt,0,0
"(14.181216, 121.225838)","(14.181027, 121.225188)",Manila s rd,twoway,73,45,5.84,national,asphalt,0,0
"(14.181027, 121.225188)","(14.180898, 121.225036)",Manila s rd,twoway,22,45,1.76,national,asphalt,0,0
"(14.180898, 121.225036)","(14.180761, 121.224931)",Manila s rd,twoway,19,45,1.52,national,asphalt,0,0
"(14.180761, 121.224931)","(14.180617, 121.224847)",Manila s rd,twoway,18,45,1.44,national,asphalt,0,0
"(14.180617, 121.224847)","(14.180423, 121.224752)",Manila s rd,twoway,24,45,1.92,national,asphalt,0,0
"(14.180423, 121.224752)","(14.179815, 121.224573)",Manila s rd,twoway,70,45,5.6,national,asphalt,0,0
"(14.179578, 121.224493)","(14.179155, 121.224363)",Manila s rd,twoway,48,45,3.84,national,asphalt,0,0
"(14.179155, 121.224363)","(14.178666, 121.224165)",Manila s rd,twoway,58,45,4.64,national,asphalt,0,0
"(14.178666, 121.224165)","(14.178464, 121.224032)",Manila s rd,twoway,27,45,2.16,national,asphalt,0,0
"(14.178464, 121.224032)","(14.178282, 121.223875)",Manila s rd,twoway,26,45,2.08,national,asphalt,0,0
"(14.178282, 121.223875)","(14.178114, 121.223694)",Manila s rd,twoway,27,45,2.16,national,asphalt,0,0
"(14.178114, 121.223694)","(14.177962, 121.223506)",Manila s rd,twoway,26,45,2.08,national,asphalt,0,0
"(14.177962, 121.223506)","(14.177725, 121.223083)",Manila s rd,twoway,53,45,4.24,national,asphalt,0,0
"(14.177725, 121.223083)","(14.177601, 121.222681)",Manila s rd,twoway,45,45,3.6,national,asphalt,0,0
"(14.177601, 121.222681)","(14.177371, 121.221794)",Manila s rd,twoway,99,30,11.88,national,asphalt,0,0
"(14.177371, 121.221794)","(14.177300, 121.221616)",Manila s rd,twoway,21,30,2.52,national,asphalt,0,0
"(14.177300, 121.221616)","(14.177264, 121.221424)",Manila s rd,twoway,21,30,2.52,national,asphalt,0,0
"(14.177264, 121.221424)","(14.177022, 121.220476)",Manila s rd,twoway,110,45,8.8,national,asphalt,0,0
"(14.177022, 121.220476)","(14.176827, 121.219827)",Manila s rd,twoway,73,45,5.84,national,asphalt,0,0
"(14.176827, 121.219827)","(14.176581, 121.219530)",Manila s rd,twoway,42,45,3.36,national,asphalt,0,0
"(14.176581, 121.219530)","(14.175797, 121.219023)",Manila s rd,twoway,94,45,7.52,national,asphalt,0,0
"(14.175797, 121.219023)","(14.174819, 121.218374)",Manila s rd,twoway,130,45,10.4,national,asphalt,0,0
"(14.174819, 121.218374)","(14.174604, 121.218190)",Manila s rd,twoway,31,45,2.48,national,asphalt,0,0
"(14.174604, 121.218190)","(14.174375, 121.217912)",Manila s rd,twoway,40,45,3.2,national,asphalt,0,0
"(14.174375, 121.217912)","(14.174264, 121.217709)",Manila s rd,twoway,37,45,2.96,national,asphalt,0,0
"(14.174264, 121.217709)","(14.174019, 121.217083)",Manila s rd,twoway,73,45,5.84,national,asphalt,0,0
"(14.174019, 121.217083)","(14.173621, 121.216216)",Manila s rd,twoway,100,45,8,national,asphalt,0,0
"(14.173621, 121.216216)","(14.173532, 121.215987)",Manila s rd,twoway,25,45,2,national,asphalt,0,0
"(14.173532, 121.215987)","(14.173451, 121.215770)",Manila s rd,twoway,25,45,2,national,asphalt,0,0
"(14.173451, 121.215770)","(14.173077, 121.214903)",Manila s rd,twoway,100,45,8,national,asphalt,0,0
"(14.173077, 121.214903)","(14.172965, 121.214492)",Manila s rd,twoway,45,45,3.6,national,asphalt,0,0
"(14.172965, 121.214492)","(14.173034, 121.213679)",Manila s rd,twoway,88,45,7.04,national,asphalt,0,0
"(14.173034, 121.213679)","(14.173064, 121.213472)",Manila s rd,twoway,23,45,1.84,national,asphalt,0,0
"(14.173064, 121.213472)","(14.173142, 121.212682)",Manila s rd,twoway,86,45,6.88,national,asphalt,0,0
"(14.173142, 121.212682)","(14.173237, 121.211512)",Manila s rd,twoway,130,45,10.4,national,asphalt,0,0
"(14.173237, 121.211512)","(14.173253, 121.211259)",Manila s rd,twoway,27,30,3.24,national,asphalt,0,0
"(14.173253, 121.211259)","(14.173161, 121.210995)",Manila s rd,twoway,30,30,3.6,national,asphalt,0,0
"(14.173161, 121.210995)","(14.172996, 121.210750)",Manila s rd,twoway,32,30,3.84,national,asphalt,0,0
"(14.172996, 121.210750)","(14.172833, 121.210622)",Manila s rd,twoway,20,30,2.4,national,asphalt,0,0
"(14.172833, 121.210622)","(14.172251, 121.210355)",Manila s rd,twoway,67,30,8.04,national,asphalt,0,0
"(14.172251, 121.210355)","(14.171367, 121.210000)",Manila s rd,twoway,110,30,13.2,national,asphalt,0,0
"(14.171367, 121.210000)","(14.171209, 121.209875)",Manila s rd,twoway,22,30,2.64,national,asphalt,0,0
"(14.171209, 121.209875)","(14.170994, 121.209454)",Manila s rd,twoway,52,30,6.24,national,asphalt,0,0
"(14.170994, 121.209454)","(14.170808, 121.208836)",Manila s rd,twoway,71,30,8.52,national,asphalt,0,0
"(14.170808, 121.208836)","(14.170930, 121.207992)",Manila s rd,twoway,91,30,10.92,national,asphalt,0,0
"(14.170930, 121.207992)","(14.170902, 121.207698)",Manila s rd,twoway,32,30,3.84,national,asphalt,0,0
"(14.170902, 121.207698)","(14.170672, 121.206807)",Manila s rd,twoway,100,30,12,national,asphalt,0,0
"(14.170672, 121.206807)","(14.170553, 121.206337)",Manila s rd,twoway,51,30,6.12,national,asphalt,0,0
"(14.170553, 121.206337)","(14.170544, 121.206140)",Manila s rd,twoway,22,30,2.64,national,asphalt,0,0
"(14.170544, 121.206140)","(14.170618, 121.205823)",Manila s rd,twoway,45,30,5.4,national,asphalt,0,0
"(14.170618, 121.205823)","(14.170893, 121.205289)",Manila s rd,twoway,66,30,7.92,national,asphalt,0,0
"(14.170893, 121.205289)","(14.171255, 121.204494)",Manila s rd,twoway,94,30,11.28,national,asphalt,0,0
"(14.171255, 121.204494)","(14.171496, 121.203927)",Manila s rd,twoway,64,30,7.68,national,asphalt,0,0
"(14.171496, 121.203927)","(14.171660, 121.203255)",Manila s rd,twoway,75,30,9,national,asphalt,0,0
"(14.171660, 121.203255)","(14.171702, 121.203062)",Manila s rd,twoway,21,30,2.52,national,asphalt,0,0
"(14.171702, 121.203062)","(14.171808, 121.202499)",Manila s rd,twoway,62,30,7.44,national,asphalt,0,0
"(14.171808, 121.202499)","(14.172007, 121.201611)",Manila s rd,twoway,98,30,11.76,national,asphalt,0,0
"(14.172007, 121.201611)","(14.172123, 121.201303)",Manila s rd,twoway,36,30,4.32,national,asphalt,0,0
"(14.172123, 121.201303)","(14.172198, 121.201175)",Manila s rd,twoway,16,30,1.92,national,asphalt,0,1
"(14.173253, 121.211259)","(14.173585, 121.211304)",Matapat,twoway,39,28,5.014285714,tertiary,uneven,0,0
"(14.173585, 121.211304)","(14.173969, 121.211323)",Matapat,twoway,43,28,5.528571429,tertiary,uneven,0,0
"(14.173969, 121.211323)","(14.175029, 121.211396)",Matapat,twoway,120,28,15.42857143,tertiary,uneven,0,0
"(14.175029, 121.211396)","(14.175528, 121.211429)",Matapat,twoway,56,28,7.2,tertiary,uneven,0,0
"(14.175528, 121.211429)","(14.176068, 121.211461)",Matapat,twoway,60,28,7.714285714,tertiary,uneven,0,1
"(14.174264, 121.217709)","(14.173566, 121.217318)",unnamed road,twoway,89,25,12.816,tertiary,asphalt,0,0
"(14.173566, 121.217318)","(14.173006, 121.216973)",unnamed road,twoway,73,25,10.512,tertiary,asphalt,0,0
"(14.173006, 121.216973)","(14.171997, 121.216155)",unnamed road,twoway,140,25,20.16,tertiary,asphalt,0,0
"(14.171997, 121.216155)","(14.172127, 121.215843)",unnamed road,twoway,36,25,5.184,tertiary,asphalt,0,0
"(14.172127, 121.215843)","(14.171618, 121.215527)",unnamed road,twoway,66,25,9.504,tertiary,asphalt,0,0
"(14.171618, 121.215527)","(14.171449, 121.215743)",unnamed road,twoway,30,25,4.32,tertiary,asphalt,0,0
"(14.171449, 121.215743)","(14.171997, 121.216155)",unnamed road,twoway,78,25,11.232,tertiary,asphalt,0,0
"(14.171449, 121.215743)","(14.171089, 121.215609)",unnamed road,twoway,51,25,7.344,tertiary,asphalt,0,0
"(14.171089, 121.215609)","(14.170741, 121.216042)",unnamed road,twoway,60,25,8.64,tertiary,asphalt,0,0
"(14.170741, 121.216042)","(14.170488, 121.216094)",unnamed road,twoway,29,25,4.176,tertiary,asphalt,0,0
"(14.170488, 121.216094)","(14.168669, 121.215597)",unnamed road,twoway,210,25,30.24,tertiary,asphalt,0,0
"(14.168669, 121.215597)","(14.168205, 121.215255)",unnamed road,twoway,64,25,9.216,tertiary,asphalt,0,0
"(14.168205, 121.215255)","(14.166064, 121.214011)",unnamed road,twoway,290,25,41.76,tertiary,asphalt,0,0
"(14.166064, 121.214011)","(14.166157, 121.213735)",unnamed road,twoway,31,25,4.464,tertiary,asphalt,0,0
"(14.168205, 121.215255)","(14.171089, 121.215609)",unnamed road,twoway,350,25,50.4,tertiary,uneven,0,0
"(14.170893, 121.205289)","(14.170691, 121.205149)",unnamed road,twoway,27,25,3.888,tertiary,uneven,0,0
"(14.170691, 121.205149)","(14.170216, 121.204791)",unnamed road,twoway,67,25,9.648,tertiary,uneven,0,0
"(14.170216, 121.204791)","(14.169981, 121.205311)",unnamed road,twoway,62,25,8.928,tertiary,uneven,0,1
"(14.170216, 121.204791)","(14.169796, 121.204553)",unnamed road,twoway,53,25,7.632,tertiary,uneven,0,0
"(14.169796, 121.204553)","(14.169698, 121.204922)",unnamed road,twoway,41,25,5.904,tertiary,uneven,0,1
"(14.169796, 121.204553)","(14.169478, 121.204427)",unnamed road,twoway,38,25,5.472,tertiary,uneven,0,0
"(14.169478, 121.204427)","(14.169103, 121.204267)",unnamed road,twoway,45,25,6.48,tertiary,uneven,0,0
"(14.169103, 121.204267)","(14.168995, 121.204257)",unnamed road,twoway,12,25,1.728,tertiary,uneven,0,0
"(14.168995, 121.204257)","(14.168927, 121.204343)",unnamed road,twoway,12,25,1.728,tertiary,uneven,0,0
"(14.168927, 121.204343)","(14.168801, 121.204705)",unnamed road,twoway,42,25,6.048,tertiary,uneven,0,1
"(14.171255, 121.204494)","(14.170910, 121.204312)",unnamed road,twoway,43,25,6.192,tertiary,uneven,0,0
"(14.170910, 121.204312)","(14.170280, 121.203985)",unnamed road,twoway,78,25,11.232,tertiary,uneven,0,0
"(14.170280, 121.203985)","(14.169801, 121.203704)",unnamed road,twoway,61,25,8.784,tertiary,uneven,0,0
"(14.169801, 121.203704)","(14.169141, 121.203347)",unnamed road,twoway,84,25,12.096,tertiary,uneven,0,1
"(14.175797, 121.219023)","(14.174905, 121.219287)",manila s rd,twoway,110,25,15.84,tertiary,uneven,0,0
"(14.174905, 121.219287)","(14.173082, 121.218330)",unnamed road,twoway,230,25,33.12,tertiary,uneven,0,0
"(14.173082, 121.218330)","(14.172686, 121.218127)",unnamed road,twoway,49,25,7.056,tertiary,uneven,0,1
"(14.173082, 121.218330)","(14.172925, 121.218677)",unnamed road,twoway,41,25,5.904,tertiary,uneven,0,0
"(14.172925, 121.218677)","(14.171793, 121.218125)",unnamed road,twoway,140,25,20.16,tertiary,uneven,0,0
"(14.171793, 121.218125)","(14.171806, 121.218574)",unnamed road,twoway,50,25,7.2,tertiary,uneven,0,0
"(14.171806, 121.218574)","(14.171908, 121.218718)",unnamed road,twoway,20,25,2.88,tertiary,uneven,0,0
"(14.171908, 121.218718)","(14.172583, 121.219375)",unnamed road,twoway,100,25,14.4,tertiary,uneven,0,0
"(14.172583, 121.219375)","(14.172783, 121.218982)",unnamed road,twoway,48,25,6.912,tertiary,uneven,0,0
"(14.172783, 121.218982)","(14.172921, 121.218691)",unnamed road,twoway,45,25,6.48,tertiary,uneven,0,0
"(14.172783, 121.218982)","(14.173450, 121.218999)",unnamed road,twoway,81,25,11.664,tertiary,uneven,0,0
"(14.173450, 121.218999)","(14.174055, 121.219253)",unnamed road,twoway,73,25,10.512,tertiary,uneven,0,0
"(14.174055, 121.219253)","(14.173854, 121.219886)",unnamed road,twoway,73,25,10.512,tertiary,uneven,0,0
"(14.173854, 121.219886)","(14.174108, 121.220293)",unnamed road,twoway,53,25,7.632,tertiary,uneven,0,0
"(14.174108, 121.220293)","(14.174433, 121.220822)",unnamed road,twoway,67,25,9.648,tertiary,uneven,0,1
"(14.173854, 121.219886)","(14.174535, 121.219528)",unnamed road,twoway,86,25,12.384,tertiary,uneven,0,0
"(14.174535, 121.219528)","(14.174055, 121.219253)",unnamed road,twoway,60,25,8.64,tertiary,uneven,0,0
"(14.174535, 121.219528)","(14.174905, 121.219287)",unnamed road,twoway,50,25,7.2,tertiary,uneven,0,0
"(14.178731, 121.240760)","(14.179538, 121.240654)",unnamed road,twoway,91,25,13.104,tertiary,uneven,0,0
"(14.179538, 121.240654)","(14.179591, 121.240797)",unnamed road,twoway,17,25,2.448,tertiary,uneven,0,0
"(14.179591, 121.240797)","(14.179651, 121.240843)",unnamed road,twoway,9,25,1.296,tertiary,uneven,0,0
"(14.179651, 121.240843)","(14.179956, 121.240752)",unnamed road,twoway,35,25,5.04,tertiary,uneven,0,0
"(14.179956, 121.240752)","(14.180000, 121.240690)",unnamed road,twoway,9,25,1.296,tertiary,uneven,0,0
"(14.180000, 121.240690)","(14.179995, 121.240547)",unnamed road,twoway,15,25,2.16,tertiary,uneven,0,0
